gene_raw	rna_log2fc	rna_fdr	gene_name
PIP5K1P1	1.415340748166668	1.963996322685488e-08	PIP5K1P1
TH	-2.0413886619248176	1.963996322685488e-08	TH
AC097504.1	3.137730153995435	1.964021182204772e-08	AC097504.1
AKR1C2	-1.1502682796982495	1.9649366299377555e-08	AKR1C2
PDGFRL	1.141672456345037	1.9729210490051853e-08	PDGFRL
AL365338.1	2.68607338325227	1.988000831467317e-08	AL365338.1
AC008759.2	1.0749664056785355	2.0112501912959112e-08	AC008759.2
RN7SL502P	2.1839723036879035	2.018068360793281e-08	RN7SL502P
LIPC-AS1	-1.0311045865170667	2.0305185874358943e-08	LIPC-AS1
TSPAN1	-1.1281652680381156	2.0472465482076267e-08	TSPAN1
BX664718.2	1.2046111081039332	2.0603756590046224e-08	BX664718.2
FOXN4	-1.478721460971796	2.0603880031450504e-08	FOXN4
AC011467.1	2.1347589522602948	2.0629388123796777e-08	AC011467.1
AL928711.1	1.1514981793619483	2.067574738440257e-08	AL928711.1
LINC02065	-1.9333742830236849	2.0845808666867986e-08	LINC02065
SORCS2	-1.3385155128104265	2.094283599593516e-08	SORCS2
AKR1C1	-1.052488270962264	2.107691616637516e-08	AKR1C1
FAF1-AS1	1.53279747983974	2.114962919034459e-08	FAF1-AS1
AC073263.1	1.1121609033117998	2.1256713216258183e-08	AC073263.1
RN7SL125P	2.5844436649666416	2.132494483475422e-08	RN7SL125P
IGKV1-27	1.572718126063774	2.13872101207224e-08	IGKV1-27
AL359094.1	1.6400804877902788	2.1443881569602547e-08	AL359094.1
CSTP1	3.265879633276118	2.1451298457987727e-08	CSTP1
AC124947.2	-1.2914810849583611	2.1457259327581553e-08	AC124947.2
MCOLN3	-1.4283592555962423	2.1533196376275796e-08	MCOLN3
FCGBP	-1.1517167918952411	2.157945302949896e-08	FCGBP
BASP1-AS1	1.1785854711233226	2.1597053263082602e-08	BASP1-AS1
AL391095.2	3.5613597963386026	2.1790238086661266e-08	AL391095.2
CYSLTR2	1.5448358097772936	2.1890504563917857e-08	CYSLTR2
CHRM1	-1.9402492943571112	2.2066377359586283e-08	CHRM1
NPM1P11	2.8911031850658704	2.219214142192228e-08	NPM1P11
AC004014.2	3.1583878127322214	2.220063748004164e-08	AC004014.2
AC073349.4	1.0786757499411237	2.2248152975065763e-08	AC073349.4
GCGR	-2.689143969537497	2.2450504495410494e-08	GCGR
SLC10A4	1.0255806862829702	2.2467283515171222e-08	SLC10A4
SERPINF2	1.0202717304787403	2.2622602667621362e-08	SERPINF2
FAR2P3	-1.755886498099355	2.2635819137682003e-08	FAR2P3
AC020728.1	1.7321075087059328	2.2649758689851753e-08	AC020728.1
MEOX2	1.210324359035883	2.268398362165279e-08	MEOX2
LINC01558	-1.0821472492580493	2.273139785478903e-08	LINC01558
BMPER	1.0762133960025972	2.2797064475037173e-08	BMPER
AC009060.1	1.0693926305301489	2.280664215224584e-08	AC009060.1
PRELID1P3	1.595786497745345	2.287646660110135e-08	PRELID1P3
RN7SKP180	2.8183974573058337	2.2909421262192758e-08	RN7SKP180
AC093591.1	1.054104658352128	2.3112010514900088e-08	AC093591.1
SV2C	1.0594528727605366	2.338534952300657e-08	SV2C
TCERG1L-AS1	1.6314150718701252	2.344529698311024e-08	TCERG1L-AS1
TM6SF2	1.2041036615167793	2.347011451773928e-08	TM6SF2
AC072039.1	1.853709466224557	2.3526026084251843e-08	AC072039.1
AP001429.1	1.1552131135403276	2.3637132581132855e-08	AP001429.1
AC135068.3	1.9965396505967947	2.3892900828042792e-08	AC135068.3
AP003071.1	1.2311578918930464	2.3915885348163212e-08	AP003071.1
LINC02127	2.207605868177699	2.3993710440332546e-08	LINC02127
RPL10P4	1.1576141992054434	2.4161879716500094e-08	RPL10P4
SDR9C7	1.885847546891012	2.4212138404471325e-08	SDR9C7
DES	-1.7016570933400723	2.440638236105768e-08	DES
AC069294.1	1.6547983241259343	2.4508604000028945e-08	AC069294.1
RNU6-341P	1.675248690058803	2.4527650241065587e-08	RNU6-341P
GRIN1	1.3904408555476608	2.453684682241576e-08	GRIN1
FAM170A	1.9563945968849217	2.4565438616641666e-08	FAM170A
SLC31A1P1	1.1419949354807104	2.4616541046273685e-08	SLC31A1P1
AL353151.2	-1.0129286661734531	2.4789656295117524e-08	AL353151.2
AL033539.2	2.4308354572334423	2.4912011218928598e-08	AL033539.2
IGKV1-13	2.566998183361294	2.491605633853487e-08	IGKV1-13
AC092332.1	2.3505790575070336	2.496451978878596e-08	AC092332.1
AC084398.2	1.107429706208345	2.523279129401432e-08	AC084398.2
AP001271.2	1.102815842769964	2.525061601211437e-08	AP001271.2
AC093909.5	2.4113393708623554	2.5285767620968788e-08	AC093909.5
CAVIN2-AS1	1.33674894948058	2.5327947734844062e-08	CAVIN2-AS1
AC009268.3	2.1894812235671237	2.5358797688787903e-08	AC009268.3
RPS12P27	1.5433254650683716	2.5495373563932564e-08	RPS12P27
LINC01585	1.2910429712847955	2.575480622661553e-08	LINC01585
AF001550.2	3.0866018677192306	2.5756760198367675e-08	AF001550.2
AL691420.1	2.2905426481692395	2.5804201977864656e-08	AL691420.1
SNORD59A	1.34519771535911	2.5827213441413064e-08	SNORD59A
LRG1	1.2185422039223168	2.5919009577273072e-08	LRG1
AL357522.1	-1.178010925490666	2.6089394402292785e-08	AL357522.1
AC108063.2	-1.6117719805364208	2.6145332370752065e-08	AC108063.2
TLX1	2.582427565584671	2.6188014102098176e-08	TLX1
ARL4AP4	1.2232443358508744	2.6383414573612067e-08	ARL4AP4
PRKAR1B-AS2	1.082310398072166	2.641927022103344e-08	PRKAR1B-AS2
IGKV2-28	2.1695748679849998	2.6581465161767005e-08	IGKV2-28
KRT17P4	1.5429335688482688	2.6626000964530022e-08	KRT17P4
SMIM2-IT1	1.4827004029913124	2.6677626703366054e-08	SMIM2-IT1
AC127496.2	1.426658208828775	2.6944294202794084e-08	AC127496.2
UBE2L4	1.2719505215227545	2.7065448284873143e-08	UBE2L4
AC003965.2	-2.1857376310570285	2.714493000458124e-08	AC003965.2
AP005203.1	2.8075467791865845	2.716856812986413e-08	AP005203.1
RN7SL672P	2.4954726638416576	2.716856812986413e-08	RN7SL672P
ISX	-2.6234892543924286	2.7363406796884685e-08	ISX
AL360181.1	1.3016814068896116	2.749919436324601e-08	AL360181.1
IQCA1L	2.5695492897540784	2.7547340438132088e-08	IQCA1L
AP000346.1	1.2638193837304526	2.7624038010174373e-08	AP000346.1
RPL10P6	1.7442997285013095	2.770098711754251e-08	RPL10P6
SRRM3	1.1971153186501535	2.7723918045893824e-08	SRRM3
HIGD1AP1	-1.2036181413950913	2.788104626996432e-08	HIGD1AP1
AC009554.1	1.834544695481664	2.8023418856909798e-08	AC009554.1
AC093158.1	1.2132048131866615	2.8218808750215693e-08	AC093158.1
HERC2P10	1.0422291828910488	2.8567150853759152e-08	HERC2P10
TET2-AS1	1.4735726592724308	2.8725789447395174e-08	TET2-AS1
AC046158.3	1.1715732519617923	2.882862743930168e-08	AC046158.3
RNASEH2A	1.353483612470873	2.8938273307524105e-08	RNASEH2A
CXCL1	1.3887603386389489	2.901708952143533e-08	CXCL1
AC007040.2	1.2480795302775385	2.924129665985861e-08	AC007040.2
AC008073.1	1.2680868086534514	2.9278284817335397e-08	AC008073.1
MAP3K19	1.153454126993876	2.928528594477613e-08	MAP3K19
AC104958.1	1.6353529586903195	2.9315928154079574e-08	AC104958.1
AC003989.1	2.383695260560652	2.9451710951136706e-08	AC003989.1
AC012370.2	1.638739571100981	2.950358636270809e-08	AC012370.2
AL121888.1	1.4733831009764384	2.9773214577355904e-08	AL121888.1
AL731577.1	2.1004031142571247	2.9777666626566216e-08	AL731577.1
RNU1-153P	1.3326846347498127	2.9867655494137666e-08	RNU1-153P
GLRA1	1.9353590577117497	3.014859373355068e-08	GLRA1
AL137779.1	1.13550257226606	3.022914374200349e-08	AL137779.1
MIR9-1HG	1.0358099472796969	3.0594109813785495e-08	MIR9-1HG
DHDH	-1.2323883200442944	3.0989087675133234e-08	DHDH
AC090192.1	1.7986918916098735	3.102781711195253e-08	AC090192.1
AP001496.4	2.843666314894028	3.1045153444360985e-08	AP001496.4
AL355607.1	1.5075625969236432	3.1064346340097655e-08	AL355607.1
IGHV3-66	1.6644316860431778	3.121499493327093e-08	IGHV3-66
F10	1.297686383290121	3.1577789044104055e-08	F10
PROP1	2.7984251705898004	3.1723797448651486e-08	PROP1
C2orf83	2.5934266437506177	3.1819348344169524e-08	C2orf83
AP003498.1	1.5354373118394946	3.20678358902622e-08	AP003498.1
GCKR	1.6948502020106233	3.2103084143736574e-08	GCKR
LINC00326	2.8903295467812105	3.2135767050272126e-08	LINC00326
NANOS2	3.053670649092371	3.215919538129815e-08	NANOS2
IGDCC4	1.415934941579288	3.217361970485701e-08	IGDCC4
AC016734.1	2.897599407790393	3.2335886631877304e-08	AC016734.1
PRR18	-1.6579713680081514	3.2456460589146074e-08	PRR18
LINC01269	1.5866708115121329	3.2475763801508844e-08	LINC01269
CCDC27	1.052427989074587	3.268241771192878e-08	CCDC27
LINC00524	3.089652744298088	3.268241771192878e-08	LINC00524
AC092135.1	1.6620013992718323	3.2862090757957165e-08	AC092135.1
AC009518.1	2.239701973652167	3.2963123652051725e-08	AC009518.1
CHST9	1.163413438729885	3.2990534127725975e-08	CHST9
IGHV3-62	1.9293440423666288	3.2990534127725975e-08	IGHV3-62
AC069431.2	1.9027386774723256	3.331608096301721e-08	AC069431.2
CT70	1.2008949753177711	3.3319575083794246e-08	CT70
ABCC5-AS1	1.9671009907086048	3.3363795685798735e-08	ABCC5-AS1
AC020661.3	1.6738108168181391	3.357687486404303e-08	AC020661.3
AC009303.2	1.4035657264029102	3.370857640939542e-08	AC009303.2
AC136424.2	2.5064767889239508	3.3957253155807167e-08	AC136424.2
AC004672.1	2.031714410784114	3.3989487644641976e-08	AC004672.1
AC008459.1	2.920973167758039	3.4418849588030925e-08	AC008459.1
ZNF300P1	-1.079377835813416	3.453731522643503e-08	ZNF300P1
HOXC13-AS	1.6945803886319075	3.4599165532252383e-08	HOXC13-AS
LINC00837	2.5411186911596806	3.4880000187803283e-08	LINC00837
AC092755.2	1.6421544215533297	3.4907662915609564e-08	AC092755.2
ITPK1-AS1	1.5047767517777717	3.5021372804636896e-08	ITPK1-AS1
U8	1.8830109595293203	3.5092316674033154e-08	U8
AC131237.1	2.2150010213874483	3.5446782175338013e-08	AC131237.1
AC234771.4	1.4722339686325443	3.557730614896348e-08	AC234771.4
FNDC7	1.7506748184492271	3.5605314305699764e-08	FNDC7
INPP5J	-1.813548396454974	3.59281365741182e-08	INPP5J
AC092919.1	1.226598865508744	3.5941075675456244e-08	AC092919.1
MIR378H	1.1780931123802023	3.5949455239028326e-08	MIR378H
AP000265.1	1.5685090621983724	3.60956711500098e-08	AP000265.1
CCIN	1.0671328845049513	3.649962911611157e-08	CCIN
AC105046.1	1.37407608973783	3.6582204330186236e-08	AC105046.1
RFLNA	1.4482545313597714	3.6794499164916695e-08	RFLNA
AC093503.2	1.293145792057068	3.707412222959484e-08	AC093503.2
AL356130.1	1.875225163330606	3.722838548582301e-08	AL356130.1
CRNN	2.141290678710686	3.728190580065035e-08	CRNN
PAUPAR	3.203852362341152	3.737056678305311e-08	PAUPAR
C9orf24	-1.0660731454724734	3.7424176921383535e-08	C9orf24
AC079460.2	-1.5023696666429152	3.74536977877191e-08	AC079460.2
CYP2A7	1.9174858046979768	3.7531164045833575e-08	CYP2A7
WFDC3	1.0635460375913608	3.777630700308895e-08	WFDC3
KC877392.1	1.158793122482871	3.7794145458488635e-08	KC877392.1
FAM178B	1.0137041460642515	3.795155835583869e-08	FAM178B
AC118755.1	2.2240170087510034	3.798276165608448e-08	AC118755.1
LINC01989	1.9060832874917728	3.808394543852956e-08	LINC01989
BX679664.1	1.2014839783711673	3.808394543852956e-08	BX679664.1
AC006557.5	1.1814074183391834	3.8123942600094215e-08	AC006557.5
AL353803.4	1.5708072076190045	3.8161268180579225e-08	AL353803.4
AC027688.1	2.4787717163041685	3.8289169963783565e-08	AC027688.1
MB	1.1084050371188297	3.849945179649736e-08	MB
AC013714.1	1.7499801937760846	3.867357937756962e-08	AC013714.1
AL136982.3	1.8796042601525964	3.88872644810736e-08	AL136982.3
AC021236.1	2.6717055094753843	3.949373373744023e-08	AC021236.1
AC099506.1	2.084335120610097	3.9729249649696685e-08	AC099506.1
AC133919.2	1.593125309345542	3.9854987288199395e-08	AC133919.2
AP002993.1	2.376827948530801	4.0046831883496746e-08	AP002993.1
AC011726.2	1.0464942652663591	4.009107799249936e-08	AC011726.2
RNU7-84P	1.7641821394072557	4.01174894729192e-08	RNU7-84P
DRC1	-1.164116803812636	4.026221014565593e-08	DRC1
AL121890.5	1.063470686247301	4.0398309555709794e-08	AL121890.5
AC104656.1	1.9157974934940605	4.059759501658267e-08	AC104656.1
RNU6V	1.4600439455850482	4.062707876529293e-08	RNU6V
AC104984.3	1.6950771384832477	4.0836465105610796e-08	AC104984.3
SNORD9	1.841036019369208	4.0929766630508716e-08	SNORD9
ETS1-AS1	2.2178541706704595	4.108809139236365e-08	ETS1-AS1
RPL7P26	1.0461794560666433	4.114632695826487e-08	RPL7P26
AL049781.1	1.9301760023660277	4.1758186630509696e-08	AL049781.1
AP004289.1	2.5877990489100307	4.185267470754704e-08	AP004289.1
CNGA3	-1.946523407540712	4.1966189546224526e-08	CNGA3
AC079416.2	1.1162374759120584	4.244536859030265e-08	AC079416.2
AC018442.1	1.7991220809798396	4.2603082255280286e-08	AC018442.1
IGHV3-35	1.8883410681659265	4.270198929798697e-08	IGHV3-35
AC099489.3	2.0880312491843545	4.2884733885491076e-08	AC099489.3
ZMYND19P1	1.514043969185239	4.288595559524188e-08	ZMYND19P1
SLC9C2	1.606664896185807	4.300772142244748e-08	SLC9C2
KARS1P3	1.7558081576976234	4.319430031637092e-08	KARS1P3
AL359880.1	1.5443724011985118	4.3315534999171916e-08	AL359880.1
AC113385.1	1.825387536643566	4.3729282608169945e-08	AC113385.1
AC002451.2	3.1574323444945134	4.4070238254466134e-08	AC002451.2
AC025268.1	1.067188726202635	4.4417987192333594e-08	AC025268.1
AC103810.5	1.2244568162623828	4.5450049629132185e-08	AC103810.5
ADORA1	-1.1036673731138955	4.56755456109126e-08	ADORA1
RN7SKP287	1.3253931791960902	4.5731292869474736e-08	RN7SKP287
ALDOAP1	1.1108559149562802	4.575206057463888e-08	ALDOAP1
RN7SL267P	-1.8509323180432224	4.5831462939687867e-08	RN7SL267P
ABCB10P1	1.644681137550246	4.585666691904634e-08	ABCB10P1
AL355802.3	1.281957301409286	4.5898529524557656e-08	AL355802.3
PACRG	-1.403578465488531	4.5958207925071387e-08	PACRG
LINC01492	2.4262286029208155	4.622627854417858e-08	LINC01492
EEF1B2P1	1.3611750480693348	4.6614312923929473e-08	EEF1B2P1
AL355376.2	-3.465306480074009	4.6622554681865013e-08	AL355376.2
GMCL1P2	1.7917304486727448	4.724796718678233e-08	GMCL1P2
AC010328.2	1.2951380088122266	4.727998933085273e-08	AC010328.2
IFNWP5	-4.107386040902156	4.7378999223227314e-08	IFNWP5
RPL21P8	1.8444845069168263	4.7396750197652025e-08	RPL21P8
AC007952.2	1.0827822643223657	4.8225096257895844e-08	AC007952.2
AL441992.2	1.2566347265463789	4.89627393606278e-08	AL441992.2
AC091435.2	1.149275518761761	4.920631259894715e-08	AC091435.2
AC114947.1	1.2929744572629231	4.92294407363686e-08	AC114947.1
RN7SKP38	2.774689152115549	4.9387938279930326e-08	RN7SKP38
LINC02454	1.4606036754685965	4.9543960016641045e-08	LINC02454
AC009319.1	1.6387855659554902	4.964984964357933e-08	AC009319.1
AC011379.1	1.2430781482746776	4.9925787484160586e-08	AC011379.1
TPI1P3	1.2571793788137442	5.0022746909175945e-08	TPI1P3
PROKR1	1.1013422272625162	5.015489776807344e-08	PROKR1
AL356585.4	-4.186789680930428	5.045951362896096e-08	AL356585.4
GAPDHP59	1.3689950732495526	5.047290733255717e-08	GAPDHP59
MBL1P	-1.0104910479662357	5.0477142876924536e-08	MBL1P
LINC00479	1.3075419741771863	5.06598275215787e-08	LINC00479
AC124067.2	1.1953625124796037	5.076250110656696e-08	AC124067.2
AL031736.1	1.813805473231353	5.092822072549166e-08	AL031736.1
RNU6-638P	1.5325547019955714	5.100760184129843e-08	RNU6-638P
IGKV3D-15	1.759580105498474	5.1013286526351654e-08	IGKV3D-15
F13B	2.633647134981352	5.118390162656395e-08	F13B
SLC35G5	1.1981379215364594	5.155924321156472e-08	SLC35G5
UCA1	-1.980445279022412	5.1688957358779813e-08	UCA1
BRD7P3	1.8367309487295964	5.1829968357223775e-08	BRD7P3
PCGEM1	2.3937703598509525	5.1882572041898886e-08	PCGEM1
AL391863.1	2.4466937973060925	5.1947471380687414e-08	AL391863.1
IZUMO1R	-1.060904519741165	5.1947471380687414e-08	IZUMO1R
ST8SIA6-AS1	1.5716296534524432	5.19992571611399e-08	ST8SIA6-AS1
LINC02199	2.377948917156244	5.207742954355228e-08	LINC02199
NPM1P1	1.702149105379152	5.2380958786378e-08	NPM1P1
AC079866.1	1.8106238171893905	5.2990647088484176e-08	AC079866.1
AL139128.1	1.1261431784523737	5.304942677051092e-08	AL139128.1
RN7SL1	1.1199207039086838	5.3206049878842256e-08	RN7SL1
AL359075.1	1.1871126945881958	5.3234746035746886e-08	AL359075.1
SLC5A8	1.4969848928114184	5.3463658928669094e-08	SLC5A8
STK32A	-1.3707296641652296	5.35515214173728e-08	STK32A
VTA1P1	2.377982677546207	5.366319130200982e-08	VTA1P1
TPT1P8	2.0659586566048493	5.3746361518965886e-08	TPT1P8
SPRR3	3.1070491754748986	5.4040994755867286e-08	SPRR3
AC020916.2	1.4802358920886225	5.4155826000543513e-08	AC020916.2
OR5A1	2.4243826658325323	5.435744670401532e-08	OR5A1
FP325332.1	1.0701788847921	5.476199729989297e-08	FP325332.1
AC068442.1	1.9888332174458043	5.5038519360046193e-08	AC068442.1
BNIP3P16	1.2184825025124604	5.513601454706245e-08	BNIP3P16
AC021146.3	-2.0056563741117373	5.5369850478318404e-08	AC021146.3
AL137024.1	1.119224896523628	5.63898481614643e-08	AL137024.1
SMIM18	-1.3369374250904174	5.6497653993206316e-08	SMIM18
AC087277.2	2.008235392406667	5.649794954110263e-08	AC087277.2
AC134050.1	2.094923946133084	5.665072433745603e-08	AC134050.1
IGKV1-33	2.1135410601855056	5.719855482352693e-08	IGKV1-33
AC026894.1	2.146467470321027	5.7283066754573476e-08	AC026894.1
AC006058.3	-2.355471973039759	5.76497019659326e-08	AC006058.3
DNAH9	-1.0002743618060137	5.8081092179767806e-08	DNAH9
AC084116.3	-1.7354147422310833	5.896919308211328e-08	AC084116.3
AC097493.3	1.3856346082532405	5.9010871532896975e-08	AC097493.3
LINC00698	2.9016147990810994	5.9178854442141136e-08	LINC00698
PSMA8	1.3749432171120517	5.918169457392007e-08	PSMA8
SNORA70	2.952355783468817	5.920908540239159e-08	SNORA70
MIR4527HG	2.9479251982104158	5.925188069802618e-08	MIR4527HG
OR52N3P	2.6384903584920303	5.9268153695543154e-08	OR52N3P
NPAS2-AS1	1.3757488153968302	5.934904962977822e-08	NPAS2-AS1
DGCR6	1.5582252454072636	5.943271858479954e-08	DGCR6
AC093765.5	1.9289692387771729	5.972818373618073e-08	AC093765.5
LINC02881	1.5749235760872875	5.997301540522538e-08	LINC02881
RPL7AP34	1.0209217015324226	6.005363017683566e-08	RPL7AP34
AC103853.1	2.2493071731723555	6.046660492618054e-08	AC103853.1
AC007218.3	2.253923505911639	6.096269271159358e-08	AC007218.3
LINC00993	2.8398489547247743	6.119490996337808e-08	LINC00993
OR6D1P	1.292716800282646	6.159213415295813e-08	OR6D1P
SLIT2	-1.1914025488782554	6.19099252844896e-08	SLIT2
DRICH1	1.0527819129242613	6.211553914934008e-08	DRICH1
ERAP2	1.0389914295381777	6.214249355202368e-08	ERAP2
MTND4P20	1.7832267310669432	6.280438937145904e-08	MTND4P20
CCT4P2	2.415725235898736	6.318046945433166e-08	CCT4P2
AC025431.1	-1.9396632811069012	6.318822364564391e-08	AC025431.1
AC025918.1	1.4007161820160758	6.321195275719917e-08	AC025918.1
AL512785.1	-2.2936604326921417	6.323135366869915e-08	AL512785.1
AL357673.2	1.2359922947648323	6.34017448257807e-08	AL357673.2
AC018766.1	1.1493824096551823	6.370679102432828e-08	AC018766.1
SPDYE2B	1.964418602076634	6.538571738028429e-08	SPDYE2B
AL360091.1	1.102101422942247	6.561125848075585e-08	AL360091.1
SMILR	3.1783754698063738	6.668962621704023e-08	SMILR
SUMO2P19	1.3504617825496703	6.718117092693661e-08	SUMO2P19
AC018529.1	1.033063731335952	6.780853279038393e-08	AC018529.1
AC004898.1	1.5386964309179127	6.85248818620765e-08	AC004898.1
AC084030.1	2.5194188295821087	6.861013821229228e-08	AC084030.1
OR2H2	1.893645589566419	6.88379901488971e-08	OR2H2
MYL2	1.7249186463940902	6.911206907850145e-08	MYL2
TDRD1	-1.7642124927306166	6.930935900469478e-08	TDRD1
TRBV7-3	1.1800631789916778	6.959891719760686e-08	TRBV7-3
OR5BD1P	3.109443333329333	6.983642605147107e-08	OR5BD1P
AL137186.3	2.4465846534103246	7.01157011405429e-08	AL137186.3
RPL21P65	1.3345034540167724	7.024771863313397e-08	RPL21P65
OR10K2	1.864226514323915	7.029069392038064e-08	OR10K2
RBFOX3	-1.1936277794535972	7.034779511163244e-08	RBFOX3
UBBP1	1.06349224489898	7.108678523558815e-08	UBBP1
AC027018.1	1.9320701923663683	7.114850409299451e-08	AC027018.1
AC002076.1	2.433046990378797	7.130365894686882e-08	AC002076.1
AC027644.2	1.2293024069643623	7.232110014897038e-08	AC027644.2
RNVU1-4	1.8496823256722472	7.248683331676885e-08	RNVU1-4
SNORA12	1.1050757845008876	7.254302897075268e-08	SNORA12
AC245187.1	1.4463635473164145	7.284219955335489e-08	AC245187.1
RN7SKP74	1.2553732534136408	7.30761780302874e-08	RN7SKP74
RN7SL452P	1.4078916036778473	7.309089791411393e-08	RN7SL452P
AL359538.1	2.1110419421134305	7.311852513730956e-08	AL359538.1
LINC02148	-1.05411509206599	7.318290826028389e-08	LINC02148
RPL7P7	1.870942764443648	7.426300728541136e-08	RPL7P7
AL645608.1	1.0721224152096986	7.42910906143635e-08	AL645608.1
HEMGN	1.51413470955867	7.487725316421108e-08	HEMGN
AC243773.1	-2.736754180338656	7.512246454949906e-08	AC243773.1
PRDX2P1	1.985683647650937	7.5237147154712e-08	PRDX2P1
TBC1D3E	2.3312525369803976	7.546463116379962e-08	TBC1D3E
EHMT2-AS1	1.0088014303181834	7.614791269504134e-08	EHMT2-AS1
RPS28P7	1.068630518560997	7.656130405743432e-08	RPS28P7
SPINK4	-1.933308868304224	7.680171600917063e-08	SPINK4
AC004943.3	1.3815219080212595	7.698295625475999e-08	AC004943.3
VEGFD	-1.0079317724007528	7.739057474404578e-08	VEGFD
AC117465.1	1.608785973623342	7.784690117281901e-08	AC117465.1
LINC01170	1.6277081161432263	7.805805270347325e-08	LINC01170
PSG2	2.971461303770452	7.809657266579395e-08	PSG2
CCDC197	2.549633481824615	7.90416518564461e-08	CCDC197
TEX26-AS1	1.1294259550750392	7.975078575645415e-08	TEX26-AS1
AL512356.4	1.3812193820617178	7.984137937004854e-08	AL512356.4
RPS26P41	2.098511982396178	7.985670990155573e-08	RPS26P41
ARL4AP5	1.2638871538458625	7.991046307881789e-08	ARL4AP5
DMRTC2	3.177644766038674	8.052713906474589e-08	DMRTC2
KRTDAP	1.3792055914299528	8.057862422139401e-08	KRTDAP
AC133040.1	3.211906069683571	8.122068170715406e-08	AC133040.1
AL355377.1	1.1986247931500535	8.171540882647544e-08	AL355377.1
